         12683048 function calls (12127051 primitive calls) in 18.546 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      405    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/lines.py:1395(set_solid_capstyle)
       68    0.000    0.000    0.002    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/axes/_base.py:713(get_xaxis_text1_transform)
       14    0.000    0.000    0.000    0.000 {pandas._libs.lib.dicts_to_array}
      982    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:52(_commit_removals)
      717    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      732    0.000    0.000    0.002    0.000 src/lxml/etree.pyx:1199(__iter__)
       15    0.000    0.000    0.012    0.001 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/thinc/api.py:339(uniqued_fwd)
       36    0.000    0.000    0.002    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/internals.py:5074(_merge_blocks)
     1030    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/cycler.py:227(<genexpr>)
      405    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/lines.py:1355(set_solid_joinstyle)
        5    0.000    0.000    0.001    0.000 pipeline.pyx:619(set_annotations)
      160    0.000    0.000    0.003    0.000 /home/stefan/PycharmProjects/Sokrates3.1/subj_and_aspectrix.py:245(add_determined_expression_nx)
       66    0.000    0.000    0.003    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/h5py/_hl/selections.py:27(select)
      482    0.000    0.000    0.004    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/numpy/core/_methods.py:30(_amin)
      221    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
  312/156    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/transforms.py:2454(depth)
     1368    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/indexes/numeric.py:169(inferred_type)
      206    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:995(is_int_or_datetime_dtype)
      155    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/patches.py:351(set_linewidth)
       14    0.000    0.000    0.038    0.003 /home/stefan/PycharmProjects/Sokrates3.1/CursorilyLogician.py:125(get_part_predication)
     1608    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/font_manager.py:1234(score_size)
       66    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/h5py/_hl/filters.py:249(get_filters)
      911    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:847(__exit__)
       60    0.000    0.000    0.000    0.000 {method 'new_zeros' of 'torch._C._TensorBase' objects}
      660    0.000    0.000    0.002    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/backends/backend_svg.py:246(<genexpr>)
       34    0.000    0.000    0.044    0.001 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/axis.py:289(draw)
      232    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/bezier.py:96(<listcomp>)
        2    0.000    0.000    0.002    0.001 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/allennlp/modules/elmo.py:401(_load_char_embedding)
      505    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/process.py:146(name)
      192    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/dtypes/concat.py:512(<listcomp>)
      836    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/neo4j/v1/api.py:289(closed)
       58    0.000    0.000    0.003    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/py2neo/data.py:829(__init__)
      192    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/torch/tensor.py:409(__len__)
     1385    0.000    0.000    0.000    0.000 {built-in method _graphviz.aghead}
      745    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/thinc/describe.py:22(__get__)
       88    0.000    0.000    0.004    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/transforms.py:905(update_from_data_xy)
       71    0.000    0.000    0.003    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/internals.py:5790(is_na)
     1608    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/font_manager.py:1178(score_variant)
      162    0.000    0.000    0.002    0.000 /usr/lib/python3.6/sre_compile.py:223(_compile_charset)
      720    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/internals.py:3561(<genexpr>)
       40    0.000    0.000    0.003    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/numpy/core/numeric.py:2274(isclose)
      160    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/subj_and_aspectrix.py:270(add_nx_edge)
    60/30    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/units.py:141(get_converter)
      165    0.000    0.000    0.001    0.000 /usr/lib/python3.6/enum.py:797(__or__)
      836    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/neo4j/v1/types/temporal.py:212(hydration_functions)
     1309    0.000    0.000    0.001    0.000 src/lxml/apihelpers.pxi:1651(_namespacedName)
     1389    0.000    0.000    0.000    0.000 {method 'frame' of 'neo4j.bolt._io.ChunkedInputBuffer' objects}
      259    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pyprover/logic.py:758(__and__)
      184    0.000    0.000    0.006    0.000 doc.pyx:264(__str__)
      522    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      282    0.000    0.000    0.000    0.000 {method 'size' of 'torch._C._TensorBase' objects}
     1482    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/path.py:260(should_simplify)
      120    0.000    0.000    0.012    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/ticker.py:2493(__init__)
       14    0.000    0.000    0.001    0.000 {pandas._libs.lib.fast_unique_multiple_list_gen}
       60    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
       60    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/axis.py:875(_translate_tick_kw)
       15    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/collections.py:883(set_sizes)
      103    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/littletools/corutine_utils.py:7(start)
      113    0.000    0.000    0.008    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/numpy_indexed/grouping.py:178(split)
      637    0.000    0.000    0.001    0.000 src/lxml/etree.pyx:1012(__get__)
      316    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/predicatrix2.py:275(is_counterpart)
        8    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/ticker.py:738(_set_format)
      132    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/torch/autograd/grad_mode.py:35(__exit__)
      287    0.000    0.000    0.002    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/internals.py:184(is_categorical_astype)
       72    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/scipy/sparse/sputils.py:353(_unpack_index)
      182    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/missing.py:596(clean_reindex_fill_method)
     1123    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/openpyxl/styles/cell_style.py:30(__set__)
        9    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/networkx/drawing/layout.py:860(rescale_layout)
      390    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/bezier.py:466(make_path_regular)
        2    0.000    0.000    0.009    0.004 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/allennlp/modules/elmo.py:476(_load_projection)
    68/48    0.000    0.000    0.065    0.001 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/axis.py:1787(_get_tick)
      375    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/textpath.py:87(glyph_to_path)
       78    0.000    0.000    0.005    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/transforms.py:1336(contains_branch)
      405    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/lines.py:967(set_antialiased)
       26    0.000    0.000    0.005    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/transforms.py:740(union)
       12    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/backends/backend_svg.py:321(_make_id)
      505    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/process.py:35(current_process)
       28    0.000    0.000    0.015    0.001 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/ops.py:1333(wrapper)
      120    0.000    0.000    0.001    0.000 /usr/lib/python3.6/weakref.py:165(__setitem__)
      380    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/backend_bases.py:1157(get_hatch_path)
      125    0.000    0.000    0.003    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/patches.py:417(set_fill)
      355    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/font_manager.py:820(set_style)
      838    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
       62    0.000    0.000    0.005    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/py2neo/internal/hydration.py:58(inst_constructor)
        3    0.000    0.000    0.011    0.004 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/py2neo/database.py:1231(<listcomp>)
    67/47    0.000    0.000    0.067    0.001 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/axis.py:2159(_get_tick)
      200    0.000    0.000    0.009    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:1425(rename)
      288    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/numpy/ma/core.py:599(filled)
      322    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:25(_maybe_view_as_subclass)
      337    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:85(_path_is_mode_type)
       94    0.000    0.000    0.011    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pygraphviz/agraph.py:1017(prepare_nbunch)
      260    0.000    0.000    0.009    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/transforms.py:286(__array__)
      783    0.000    0.000    0.001    0.000 src/lxml/etree.pyx:2683(initTagMatch)
       82    0.000    0.000    0.003    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/transforms.py:1805(transform_path_affine)
      112    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/axis.py:510(update_position)
       51    0.000    0.000    0.002    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/lines.py:1238(update_from)
      120    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/scale.py:560(scale_factory)
        4    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/allennlp/nn/util.py:1105(add_sentence_boundary_token_ids)
     1309    0.000    0.000    0.001    0.000 src/lxml/apihelpers.pxi:1654(_namespacedNameFromNsName)
      381    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
       80    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/axes/_base.py:3052(_validate_converted_limits)
      394    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/compat/numpy/function.py:38(__call__)
      400    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/numpy/core/einsumfunc.py:983(einsum)
       50    0.000    0.000    0.003    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/openpyxl/styles/fills.py:96(_from_tree)
       10    0.000    0.000    0.858    0.086 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/axes/_base.py:2556(draw)
     1610    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/font_manager.py:778(get_size)
       14    0.000    0.000    0.017    0.001 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/frame.py:7589(_list_of_dict_to_arrays)
       47    0.000    0.000    0.000    0.000 tokenizer.pyx:289(find_infix)
      430    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/transforms.py:1771(__array__)
      594    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/transforms.py:2739(get_matrix)
      326    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/sklearn/utils/validation.py:950(<listcomp>)
      681    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/transforms.py:2355(get_matrix)
      227    0.000    0.000    0.006    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/indexing.py:2553(is_list_like_indexer)
      599    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/corpus_reader.py:176(hasNumbers)
      911    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:843(__enter__)
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
      107    0.000    0.000    0.001    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/matplotlib/axis.py:633(update_position)
      193    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/internals.py:3405(<listcomp>)
       55    0.000    0.000    0.000    0.000 /home/stefan/PycharmProjects/Sokrates3.1/venv/lib/python3.6/site-packages/pandas/core/internals.py:5770(needs_filling)
